161	376	255
161	377	255
166	378	255
168	379	255
171	381	255
174	382	255
176	384	255
180	390	255
180	385	255
182	386	255
184	394	255
187	396	255
188	392	255
190	398	255
194	399	255
200	403	255
202	401	255
203	404	255
202	399	255
206	404	255
216	404	255
218	402	255
220	404	255
221	405	255
224	404	255
225	404	255
233	403	255
235	402	255
237	403	255
240	405	255
247	414	255
246	402	255
243	389	255
160	160	128
250	373	255
248	362	255
246	352	255
244	343	255
243	335	255
241	325	255
241	320	255
240	314	255
240	308	255
239	303	255
237	296	255
236	291	255
236	286	255
234	279	255
234	276	255
234	274	255
235	273	255
236	272	255
238	271	255
239	270	255
240	269	255
242	268	255
243	267	255
244	266	255
245	265	255
246	264	255
248	263	255
249	262	255
250	261	255
251	260	255
252	259	255
253	258	255
254	256	255
255	255	255
256	254	255
257	253	255
258	251	255
259	250	255
260	249	255
261	248	255
262	246	255
263	245	255
264	244	255
265	243	255
266	241	255
267	240	255
267	238	255
268	237	255
268	236	255
269	235	255
270	233	255
271	232	255
272	231	255
273	229	255
273	228	255
274	227	255
275	225	255
276	224	255
277	223	255
277	221	255
278	220	255
279	219	255
278	217	255
280	216	255
280	214	255
279	212	255
280	211	255
281	209	255
280	208	255
282	207	255
282	205	255
283	204	255
282	202	255
283	201	255
283	199	255
284	198	255
283	196	255
283	194	255
283	193	255
283	191	255
284	190	255
284	188	255
285	187	255
285	186	255
285	184	255
286	183	255
286	181	255
286	180	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
379	93	255
160	160	128
160	160	128
382	85	255
381	79	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
381	42	255
160	160	128
160	160	128
160	160	128
160	160	128
362	36	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
336	5	255
329	8	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
312	-7	255
299	6	255
316	-16	255
160	160	128
307	-18	255
160	160	128
160	160	128
301	-24	255
296	-22	255
160	160	128
160	160	128
160	160	128
287	-26	255
160	160	128
285	-32	255
291	-43	255
285	-39	255
160	160	128
160	160	128
160	160	128
276	-51	255
274	-53	255
275	-54	255
279	-67	255
274	-58	255
281	-74	255
262	-41	255
272	-65	255
264	-73	255
265	-76	255
160	160	128
160	160	128
257	-78	255
257	-79	255
255	-80	255
160	160	128
160	160	128
246	-106	255
245	-106	255
160	160	128
160	160	128
240	-111	255
237	-113	255
237	-115	255
160	160	128
235	-118	255
160	160	128
160	160	128
231	-221	255
278	-476	255
160	160	128
160	160	128
160	160	128
160	160	128
212	-223	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
156	-402	255
160	160	128
149	-393	255
160	160	128
143	-398	255
160	160	128
160	160	128
160	160	128
160	160	128
105	-554	255
160	160	128
86	-559	255
79	-552	255
160	160	128
60	-568	255
160	160	128
64	-461	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
116	38	255
114	39	255
113	38	255
111	39	255
110	39	255
109	40	255
108	41	255
106	42	255
105	43	255
104	43	255
102	44	255
101	45	255
100	46	255
99	47	255
97	47	255
96	48	255
95	49	255
94	50	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
-379	-153	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
-379	-105	255
160	160	128
160	160	128
-384	-85	255
160	160	128
160	160	128
160	160	128
160	160	128
-402	-63	255
160	160	128
160	160	128
160	160	128
-969	-209	255
160	160	128
160	160	128
160	160	128
-1871	-446	255
-1881	-423	255
160	160	128
-1879	-397	255
160	160	128
-1918	-382	255
160	160	128
160	160	128
160	160	128
160	160	128
-3469	-538	255
160	160	128
-3534	-506	255
160	160	128
-3565	-468	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
-3882	507	255
160	160	128
-3914	556	255
160	160	128
-3912	603	255
160	160	128
-3923	653	255
160	160	128
-3949	704	255
160	160	128
-3932	749	255
160	160	128
-3949	801	255
160	160	128
-3969	853	255
160	160	128
-3983	904	255
160	160	128
-4002	958	255
160	160	128
-4021	1011	255
160	160	128
-4039	1065	255
-4049	1119	255
-4074	1176	255
-4090	1231	255
-4104	1288	255
-4124	1346	255
-4148	1406	255
-4193	1474	255
-4202	1532	255
-4207	1588	255
-4233	1654	255
-4285	1729	255
-105	281	255
-95	283	255
-89	285	255
-86	284	255
-83	288	255
-77	293	255
-66	291	255
-72	295	255
-59	292	255
-54	291	255
-48	297	255
-46	299	255
-46	299	255
-45	301	255
-44	302	255
-42	305	255
-39	308	255
-38	308	255
-35	313	255
-35	314	255
-32	317	255
-27	319	255
-28	320	255
-18	325	255
-16	327	255
-34	345	255
-37	348	255
160	160	128
-35	354	255
160	160	128
-36	359	255
-40	368	255
10	330	255
160	160	128
11	331	255
160	160	128
23	331	255
21	333	255
29	332	255
33	330	255
32	332	255
38	332	255
41	332	255
44	332	255
47	332	255
49	332	255
50	332	255
51	332	255
56	334	255
59	335	255
62	336	255
63	338	255
65	339	255
66	341	255
68	342	255
70	344	255
72	346	255
74	348	255
76	349	255
78	351	255
80	352	255
82	353	255
84	354	255
86	356	255
88	357	255
88	358	255
90	358	255
95	360	255
97	361	255
99	362	255
101	363	255
102	362	255
106	365	255
108	366	255
111	367	255
113	368	255
115	369	255
118	369	255
119	370	255
120	370	255
122	370	255
127	371	255
130	371	255
132	372	255
135	372	255
137	373	255
140	374	255
142	373	255
145	373	255
147	373	255
149	374	255
152	374	255
154	375	255
157	375	255
